일차,구분,뜻,표기
4일차,명사,계획,"計画 (けいかく)"
4일차,명사,경험,"経験 (けいけん)"
4일차,명사,경제,"経済 (けいざい)"
4일차,명사,경찰,"警察 (けいさつ)"
4일차,명사,부상,"怪我 (けが)"
4일차,명사,경치,"景色 (けしき)"
4일차,명사,지우개,"消しゴム (けしゴム)"
4일차,명사,하숙,"下宿 (げしゅく)"
4일차,명사,결과,"結果 (けっか)"
4일차,명사,결석,"欠席 (けっせき)"
4일차,명사,싸움,けんか
4일차,명사,원인,"原因 (げんいん)"
4일차,명사,현관,"玄関 (げんかん)"
4일차,명사,연구,"研究 (けんきゅう)"
4일차,명사,연구실,"研究室 (けんきゅうしつ)"
4일차,명사,구경,"見物 (けんぶつ)"
4일차,명사,아이,"子 (こ)"
4일차,명사,강아지,"子犬 (こいぬ)"
4일차,명사,공업,"工業 (こうぎょう)"
4일차,명사,공개,"公開 (こうかい)"
4일차,명사,교외,"郊外 (こうがい)"
4일차,명사,강의,"講義 (こうぎ)"
4일차,명사,고등학교,"高校 (こうこう)"
4일차,명사,고등학생,"高校生 (こうこうせい)"
4일차,명사,교차로,"交差点 (こうさてん)"
4일차,명사,공사,"工事 (こうじ)"
4일차,명사,공장,"工場 (こうじょう)"
5일차,명사,교장,"校長 (こうちょう)"
5일차,명사,교통,"交通 (こうつう)"
5일차,명사,강당,"講堂 (こうどう)"
5일차,명사,공장,"工場 (こうば)"
5일차,명사,공무원,"公務員 (こうむいん)"
5일차,명사,얼음,"氷 (こおり)"
5일차,명사,국제,"国際 (こくさい)"
5일차,명사,국산,"国産 (こくさん)"
5일차,명사,국내,"国内 (こくない)"
5일차,명사,국민,"国民 (こくみん)"
5일차,명사,국립,"国立 (こくりつ)"
5일차,명사,"마음, 정신","心 (こころ)"
5일차,명사,고장,"故障 (こしょう)"
5일차,명사,개인,"個人 (こじん)"
5일차,명사,알고 있음 (존경),"ご存じ (ごぞんじ)"
5일차,명사,"대답, 답","答え (こたえ)"
5일차,명사,"대접, 한턱",ごちそう
5일차,명사,"일, 것","事 (こと)"
5일차,명사,"말, 언어","言葉 (ことば)"
5일차,명사,작은 새,"小鳥 (ことり)"
5일차,명사,아기 고양이,"子猫 (こねこ)"
5일차,명사,"요전, 얼마 전","この間 (このあいだ)"
5일차,명사,요즘,このごろ
5일차,명사,나뭇잎,"木の葉 (このは)"
5일차,명사,"이 근처, 이 주변","この辺 (このへん)"
5일차,명사,쓰레기,ごみ
5일차,명사,쌀,"米 (こめ)"
5일차,명사,이번,"今回 (こんかい)"
5일차,명사,"다음, 이번","今度 (こんど)"
5일차,명사,오늘 밤,"今夜 (こんや)"
5일차,명사,최근,"最近 (さいきん)"
5일차,명사,"최초, 처음","最初 (さいしょ)"
5일차,명사,비탈길,"坂 (さか)"
5일차,명사,생선 가게,"魚屋 (さかなや)"
5일차,명사,작품,"作品 (さくひん)"
5일차,명사,벚꽃,"桜 (さくら)"
5일차,명사,설탕,"砂糖 (さとう)"
5일차,명사,다다음 달,"再来月 (さらいげつ)"
5일차,명사,다다음 주,"再来週 (さらいしゅう)"
5일차,명사,내후년,"再来年 (さらいねん)"
5일차,명사,삼각형,"三角 (さんかく)"
5일차,명사,산업,"産業 (さんぎょう)"
6일차,명사,산수,"算数 (さんすう)"
6일차,명사,찬성,"賛成 (さんせい)"
6일차,명사,시,"市 (し)"
6일차,명사,글자,"字 (じ)"
6일차,명사,시합,"試合 (しあい)"
6일차,명사,방법,"仕方 (しかた)"
6일차,명사,시험,"試験 (しけん)"
6일차,명사,사고,"事故 (じこ)"
6일차,명사,지진,"地震 (じしん)"
6일차,명사,혀,"舌 (した)"
6일차,명사,시대,"時代 (じだい)"
6일차,명사,속옷,"下着 (したぎ)"
6일차,명사,"준비, 채비","支度 (したく)"
6일차,명사,실내,"室内 (しつない)"
6일차,명사,실패,"失敗 (しっぱい)"
6일차,명사,질문,"質問 (しつもん)"
6일차,명사,실례,"失礼 (しつれい)"
6일차,명사,사전,"辞典 (じてん)"
6일차,명사,자전거,"自転車 (じてんしゃ)"
6일차,명사,자동,"自動 (じどう)"
6일차,명사,자동차,"自動車 (じどうしゃ)"
6일차,명사,시내,"市内 (しない)"
6일차,명사,"물건, 상품","品物 (しなもの)"
6일차,명사,"지불, 결제","支払い (しはらい)"
6일차,명사,자전 (한자사전),"字引 (じびき)"
6일차,명사,자신,"自分 (じぶん)"
6일차,명사,섬,"島 (しま)"
6일차,명사,자매,"姉妹 (しまい)"
6일차,명사,시민,"市民 (しみん)"
6일차,명사,사무소,"事務所 (じむしょ)"
6일차,명사,사회,"社会 (しゃかい)"
6일차,명사,시청,"市役所 (しやくしょ)"
6일차,명사,사장,"社長 (しゃちょう)"
6일차,명사,차도,"車道 (しゃどう)"
6일차,명사,방해,じゃま
6일차,명사,자유,"自由 (じゆう)"
6일차,명사,습관,"習慣 (しゅうかん)"
6일차,명사,주소,"住所 (じゅうしょ)"
6일차,명사,유도,"柔道 (じゅうどう)"
6일차,명사,수업,"授業 (じゅぎょう)"
6일차,명사,"주인, 남편","主人 (しゅじん)"
6일차,명사,출석,"出席 (しゅっせき)"
6일차,명사,출발,"出発 (しゅっぱつ)"
6일차,명사,취미,"趣味 (しゅみ)"
7일차,명사,준비,"準備 (じゅんび)"
7일차,명사,소개,"紹介 (しょうかい)"
7일차,명사,정월,"正月 (しょうがつ)"
7일차,명사,초등학교,"小学校 (しょうがっこう)"
7일차,명사,소설,"小説 (しょうせつ)"
7일차,명사,초대,"招待 (しょうたい)"
7일차,명사,간장,しょうゆ
7일차,명사,장래,"将来 (しょうらい)"
7일차,명사,식사,"食事 (しょくじ)"
7일차,명사,식료품,"食料品 (しょくりょうひん)"
7일차,명사,여성,"女性 (じょせい)"
7일차,명사,인구,"人口 (じんこう)"
7일차,명사,신사 (일본의),"神社 (じんじゃ)"
7일차,명사,신년,"新年 (しんねん)"
7일차,명사,걱정,"心配 (しんぱい)"
7일차,명사,신문사,"新聞社 (しんぶんしゃ)"
7일차,명사,수영,"水泳 (すいえい)"
7일차,명사,수도,"水道 (すいどう)"
7일차,명사,수학,"数学 (すうがく)"
7일차,명사,모래,"砂 (すな)"
7일차,명사,소매치기,すり
7일차,명사,생활,"生活 (せいかつ)"
7일차,명사,생산,"生産 (せいさん)"
7일차,명사,정치,"政治 (せいじ)"
7일차,명사,서양,"西洋 (せいよう)"
7일차,명사,세계,"世界 (せかい)"
7일차,명사,자리,"席 (せき)"
7일차,명사,설명,"説明 (せつめい)"
7일차,명사,등,"背中 (せなか)"
7일차,명사,신사복,"背広 (せびろ)"
7일차,명사,"돌봄, 보살핌","世話 (せわ)"
7일차,명사,선,"線 (せん)"
7일차,명사,전국,"全国 (ぜんこく)"
7일차,명사,선수,"選手 (せんしゅ)"
7일차,명사,지지난달,"先々月 (せんせんげつ)"
7일차,명사,지지난주,"先々週 (せんせんしゅう)"
7일차,명사,전쟁,"戦争 (せんそう)"
7일차,명사,전체,"全体 (ぜんたい)"
7일차,명사,세탁,"洗濯 (せんたく)"
7일차,명사,선배,"先輩 (せんぱい)"
7일차,명사,전공,"専門 (せんもん)"
7일차,명사,청소,"掃除 (そうじ)"
7일차,명사,조퇴,"早退 (そうたい)"
8일차,명사,상담,"相談 (そうだん)"
8일차,명사,졸업,"卒業 (そつぎょう)"
8일차,명사,바깥쪽,"外側 (そとがわ)"
8일차,명사,할아버지,"祖父 (そふ)"
8일차,명사,할머니,"祖母 (そぼ)"
8일차,명사,퇴원,"退院 (たいいん)"
8일차,명사,대학생,"大学生 (だいがくせい)"
8일차,명사,대사관,"大使館 (たいしかん)"
8일차,명사,태풍,"台風 (たいふう)"
8일차,명사,대나무,"竹 (たけ)"
8일차,명사,다수,"多数 (たすう)"
8일차,명사,다다미,"畳 (たたみ)"
8일차,명사,세로,"縦 (たて)"
8일차,명사,선반,"棚 (たな)"
8일차,명사,즐거움,"楽しみ (たのしみ)"
8일차,명사,과식,"食べすぎ (たべすぎ)"
8일차,명사,~을 위함,ため
8일차,명사,안됨,だめ
8일차,명사,남성,"男性 (だんせい)"
8일차,명사,피,"血 (ち)"
8일차,명사,힘,"力 (ちから)"
8일차,명사,지각,"遅刻 (ちこく)"
8일차,명사,"부친, 아버지","父親 (ちちおや)"
8일차,명사,갈색,"茶色 (ちゃいろ)"
8일차,명사,"밥그릇, 찻잔","茶碗 (ちゃわん)"
8일차,명사,주의,"注意 (ちゅうい)"
8일차,명사,중학생,"中学生 (ちゅうがくせい)"
8일차,명사,중학교,"中学校 (ちゅうがっこう)"
8일차,명사,중지,"中止 (ちゅうし)"
8일차,명사,주차,"駐車 (ちゅうしゃ)"
8일차,명사,주차장,"駐車場 (ちゅうしゃじょう)"
8일차,명사,저금,"貯金 (ちょきん)"
8일차,명사,지리,"地理 (ちり)"
8일차,명사,달,"月 (つき)"
8일차,명사,"형편, 사정","都合 (つごう)"
8일차,명사,아내,"妻 (つま)"
8일차,명사,손톱,"爪 (つめ)"
8일차,명사,"작정, 생각",つもり
8일차,명사,장마,"梅雨 (つゆ)"
8일차,명사,출입구,"出入口 (でいりぐち)"
8일차,명사,장갑,"手袋 (てぶくろ)"
8일차,명사,바로 앞,"手前 (てまえ)"
9일차,명사,"손 안, 수중","手元 (てもと)"
9일차,명사,절,"寺 (てら)"
9일차,명사,점수,"点 (てん)"
9일차,명사,점원,"店員 (てんいん)"
9일차,명사,전기 요금,"電気代 (でんきだい)"
9일차,명사,일기 예보,"天気予報 (てんきよほう)"
9일차,명사,전등,"電灯 (でんとう)"
9일차,명사,튀김,"天ぷら (てんぷら)"
9일차,명사,전보,"電報 (でんぽう)"
9일차,명사,전람회,"展覧会 (てんらんかい)"
9일차,명사,"도읍, 도시","都 (と)"
9일차,명사,도구,"道具 (どうぐ)"
9일차,명사,동물원,"動物園 (どうぶつえん)"
9일차,명사,먼 곳,"遠く (とおく)"
9일차,명사,"길거리, 도로","通り (とおり)"
9일차,명사,"도회, 도시","都会 (とかい)"
9일차,명사,"때, 시간","時 (とき)"
9일차,명사,이발소,"床屋 (とこや)"
9일차,명사,도중,"途中 (とちゅう)"
9일차,명사,특급,"特急 (とっきゅう)"
9일차,명사,도둑,"泥棒 (どろぼう)"
9일차,명사,내부,"内部 (ないぶ)"
9일차,명사,생맥주,"生ビール (なまビール)"
9일차,명사,"몇 번, 몇 도","何度 (なんど)"
9일차,명사,냄새,におい
9일차,명사,정육점,"肉屋 (にくや)"
9일차,명사,일기,"日記 (にっき)"
9일차,명사,짐,"荷物 (にもつ)"
9일차,명사,입원,"入院 (にゅういん)"
9일차,명사,입학,"入学 (にゅうがく)"
9일차,명사,입사,"入社 (にゅうしゃ)"
9일차,명사,인형,"人形 (にんぎょう)"
9일차,명사,당근,にんじん
9일차,명사,"값, 가격","値段 (ねだん)"
9일차,명사,열,"熱 (ねつ)"
9일차,명사,늦잠,"寝坊 (ねぼう)"
9일차,명사,연대,"年代 (ねんだい)"
9일차,명사,목구멍,"喉 (のど)"
9일차,명사,과음,"飲みすぎ (のみすぎ)"
9일차,명사,"환승, 갈아타기","乗り換え (のりかえ)"
9일차,명사,탈것,"乗り物 (のりもの)"
10일차,명사,잎,"葉 (は)"
10일차,명사,"이, 치아","歯 (は)"
10일차,명사,경우,"場合 (ばあい)"
10일차,명사,치과 의사,"歯医者 (はいしゃ)"
10일차,명사,배추,"白菜 (はくさい)"
10일차,명사,상자,"箱 (はこ)"
10일차,명사,"다리, 교각","橋 (はし)"
10일차,명사,시작,"始まり (はじまり)"
10일차,명사,장소,"場所 (ばしょ)"
10일차,명사,~일 것임,はず
10일차,명사,발음,"発音 (はつおん)"
10일차,명사,꽃구경,"花見 (はなみ)"
10일차,명사,날개,"羽 (はね)"
10일차,명사,숲 (林),"林 (はやし)"
10일차,명사,맑음,"晴れ (はれ)"
10일차,명사,반,"半 (はん)"
10일차,명사,방송 프로그램,"番組 (ばんぐみ)"
10일차,명사,반대,"反対 (はんたい)"
10일차,명사,빵집,"パン屋 (パンや)"
10일차,명사,"날, 해","日 (ひ)"
10일차,명사,빛,"光 (ひかり)"
10일차,명사,서랍,"引き出し (ひきだし)"
10일차,명사,수염,ひげ
10일차,명사,비행장,"飛行場 (ひこうじょう)"
10일차,명사,오랜만,"久しぶり (ひさしぶり)"
10일차,명사,미술관,"美術館 (びじゅつかん)"
10일차,명사,왼쪽,"左 (ひだり)"
10일차,명사,필요,"必要 (ひつよう)"
10일차,명사,백화점,"百貨店 (ひゃっかてん)"
10일차,명사,초,"秒 (びょう)"
10일차,명사,히라가나,"平仮名 (ひらがな)"
10일차,명사,낮 동안,"昼間 (ひるま)"
10일차,명사,점심시간,"昼休み (ひるやすみ)"
10일차,명사,넓이,"広さ (ひろさ)"
10일차,명사,봉투,"封筒 (ふうとう)"
10일차,명사,복습,"復習 (ふくしゅう)"
10일차,명사,돼지고기,"豚肉 (ぶたにく)"
10일차,명사,부장,"部長 (ぶちょう)"
10일차,명사,보통,"普通 (ふつう)"
10일차,명사,포도,ぶどう
10일차,명사,이불,"布団 (ふとん)"
10일차,명사,배,"船 (ふね)"
10일차,명사,문화,"文化 (ぶんか)"
11일차,명사,문학,"文学 (ぶんがく)"
11일차,명사,문서,"文書 (ぶんしょ)"
11일차,명사,문장,"文章 (ぶんしょう)"
11일차,명사,문법,"文法 (ぶんぽう)"
11일차,명사,답장,"返事 (へんじ)"
11일차,명사,도시락,"弁当 (べんとう)"
11일차,명사,무역,"貿易 (ぼうえき)"
11일차,명사,방송,"放送 (ほうそう)"
11일차,명사,법률,"法律 (ほうりつ)"
11일차,대명사,나 (남성),"僕 (ぼく)"
11일차,명사,별,"星 (ほし)"
11일차,명사,뼈,"骨 (ほね)"
11일차,명사,진심,"本気 (ほんき)"
11일차,명사,책장,"本棚 (ほんだな)"
11일차,명사,"정말, 사실","本当 (ほんとう)"
11일차,명사,서점,"本屋 (ほんや)"
11일차,명사,손자,"孫 (まご)"
11일차,명사,창문 유리,"窓ガラス (まどガラス)"
11일차,명사,창구,"窓口 (まどぐち)"
11일차,수사,만,"万 (まん)"
11일차,명사,만화,"漫画 (まんが)"
11일차,명사,한가운데,"真ん中 (まんなか)"
11일차,명사,만년필,"万年筆 (まんねんひつ)"
11일차,대명사,모두,"皆 (みな)"
11일차,명사,항구,"港 (みなと)"
11일차,명사,옛날,"昔 (むかし)"
11일차,명사,"건너편, 저쪽","向こう (むこう)"
11일차,명사,벌레,"虫 (むし)"
11일차,명사,아드님,"息子さん (むすこさん)"
11일차,명사,딸,"娘 (むすめ)"
11일차,명사,따님,"娘さん (むすめさん)"
11일차,명사,마을,"村 (むら)"
11일차,명사,하나 더,"もう一つ (もうひとつ)"
11일차,명사,"포장, 테이크아웃","持ち帰り (もちかえり)"
11일차,명사,"무명, 면","木綿 (もめん)"
11일차,명사,숲 (森),"森 (もり)"
11일차,명사,야간,"夜間 (やかん)"
11일차,명사,약속,"約束 (やくそく)"
11일차,명사,산길,"山道 (やまみち)"
11일차,명사,뜨거운 물,"湯 (ゆ)"
12일차,명사,저녁 식사,"夕食 (ゆうしょく)"
12일차,명사,우체국,"郵便局 (ゆうびんきょく)"
12일차,명사,어젯밤,"夕べ (ゆうべ)"
12일차,명사,수출,"輸出 (ゆしゅつ)"
12일차,명사,수입,"輸入 (ゆにゅう)"
12일차,명사,손가락,"指 (ゆび)"
12일차,명사,반지,"指輪 (ゆびわ)"
12일차,명사,꿈,"夢 (ゆめ)"
12일차,명사,준비,"用意 (ようい)"
12일차,명사,볼일,"用事 (ようじ)"
12일차,명사,이듬해,"翌年 (よくねん)"
12일차,명사,예습,"予習 (よしゅう)"
12일차,명사,예정,"予定 (よてい)"
12일차,명사,읽는 법,"読み方 (よみかた)"
12일차,명사,읽을거리,"読み物 (よみもの)"
12일차,명사,예약,"予約 (よやく)"
12일차,명사,이유,"理由 (りゆう)"
12일차,명사,이용,"利用 (りよう)"
12일차,명사,"양친, 부모님","両親 (りょうしん)"
12일차,명사,양쪽,"両方 (りょうほう)"
12일차,명사,여관,"旅館 (りょかん)"
12일차,명사,여행,"旅行 (りょこう)"
12일차,명사,사과,りんご
12일차,명사,부재중,"留守 (るす)"
12일차,명사,"0, 영","零 (れい)"
12일차,명사,냉장고,"冷蔵庫 (れいぞうこ)"
12일차,명사,냉방,"冷房 (れいぼう)"
12일차,명사,역사,"歴史 (れきし)"
12일차,명사,열차,"列車 (れっしゃ)"
12일차,명사,연락,"連絡 (れんらく)"
12일차,명사,복도,"廊下 (ろうか)"
12일차,명사,노인,"老人 (ろうじん)"
12일차,명사,"이유, 사정, 번역","訳 (わけ)"
12일차,명사,분실물,"忘れ物 (わすれもの)"
12일차,대명사,나 (격식),"私 (わたくし)"
12일차,접두어,(단어를 공손하게 만듦),"お/ご~"
12일차,접미어,~원,"~員 (いん)"
12일차,접미어,"~걸러, ~간격으로",~おき
12일차,접미어,"~회, ~모임","~会 (かい)"
12일차,접미어,~군,"~君 (くん)"
12일차,접미어,~어 (언어),"~語 (ご)"
12일차,접미어,"~경, ~무렵","~頃 (ごろ)"
12일차,접미어,~님,"~様 (さま)"
12일차,접미어,~중,"~中 (じゅう)"
12일차,접미어,~제 (생산지),"~製 (せい)"
12일차,접미어,~들 (복수),"~達 (たち)"
12일차,접미어,~층 건물,"~建て (だて)"
12일차,접미어,(이름 뒤에 붙이는 애칭),~ちゃん
12일차,접미어,"~째, ~번째","~目 (め)"
12일차,접미어,~가게,"~屋 (や)"
12일차,조수사,~개월,"~か月 (かげつ)"
12일차,조수사,~채 (집),"~軒 (けん)"
12일차,조수사,"~살, ~세","~歳 (さい)"
12일차,조수사,~권 (책),"~冊 (さつ)"
12일차,조수사,"~번, ~도","~度 (ど)"
12일차,조수사,~번 선,"~番線 (ばんせん)"
13일차,동사,"맞다, 합쳐지다","合う (あう)"
13일차,동사,비다,"空く (あく)"
13일차,동사,모이다,"集まる (あつまる)"
13일차,동사,모으다,"集める (あつめる)"
13일차,동사,사과하다,"謝る (あやまる)"
13일차,동사,"살다, 생존하다","生きる (いきる)"
13일차,동사,괴롭히다,いじめる
13일차,동사,서두르다,"急ぐ (いそぐ)"
13일차,동사,하다 (겸양),"致す (いたす)"
13일차,동사,받다 (겸양),いただく
13일차,동사,"빌다, 기도하다","祈る (いのる)"
13일차,동사,"계시다, 가시다, 오시다 (존경)",いらっしゃる
13일차,동사,축하하다,"祝う (いわう)"
13일차,동사,심다,"植える (うえる)"
13일차,동사,"찾아뵙다, 듣다, 묻다 (겸양)",うかがう
13일차,동사,"받다, (시험을) 보다","受ける (うける)"
13일차,동사,움직이다,"動く (うごく)"
13일차,동사,"치다, 때리다","打つ (うつ)"
13일차,동사,"베끼다, 찍다","写す (うつす)"
13일차,동사,"고르다, 선택하다","選ぶ (えらぶ)"
13일차,동사,오시다 (존경),"おいでになる (おいでになる)"
13일차,동사,보내다,"送る (おくる)"
14일차,동사,늦다,"遅れる (おくれる)"
14일차,동사,"깨우다, 일으키다","起こす (おこす)"
14일차,동사,화내다,"怒る (おこる)"
14일차,동사,떨어지다,"落ちる (おちる)"
14일차,동사,말씀하시다 (존경),おっしゃる
14일차,동사,떨어뜨리다,"落とす (おとす)"
14일차,동사,춤추다,"踊る (おどる)"
14일차,동사,놀라다,"驚く (おどろく)"
14일차,동사,"생각해 내다, 기억해 내다","思い出す (おもいだす)"
14일차,동사,생각하다,"思う (おもう)"
14일차,동사,주무시다 (존경),"お休みになる (おやすみになる)"
14일차,동사,내리다,"下りる (おりる)"
14일차,동사,있다 (겸양),おる
14일차,동사,"부러지다, 접히다","折れる (おれる)"
14일차,동사,"기르다, 사육하다","飼う (かう)"
14일차,동사,바꾸다,"変える (かえる)"
14일차,동사,"걸다, (안경을) 쓰다",かける
14일차,동사,장식하다,"飾る (かざる)"
14일차,동사,"정리하다, 치우다","片づける (かたづける)"
14일차,동사,이기다,"勝つ (かつ)"
14일차,동사,참다,がまんする
14일차,동사,"씹다, 물다","噛む (かむ)"
14일차,동사,다니다,"通う (かよう)"
14일차,동사,"마르다, 건조하다","乾く (かわく)"
14일차,동사,바뀌다,"変わる (かわる)"
15일차,동사,생각하다,"考える (かんがえる)"
15일차,동사,열심히 하다,がんばる
15일차,동사,관심이 있다,"気がある (きがある)"
15일차,동사,들리다,"聞こえる (きこえる)"
15일차,동사,마음에 들다,"気に入る (きにいる)"
15일차,동사,정해지다,"決まる (きまる)"
15일차,동사,정하다,"決める (きめる)"
15일차,동사,자르다,"切る (きる)"
15일차,동사,입다,"着る (きる)"
15일차,동사,주시다 (존경),"下さる (くださる)"
15일차,동사,흐리다,"曇る (くもる)"
15일차,동사,비교하다,"比べる (くらべる)"
15일차,동사,주다,くれる
15일차,동사,(날이) 저물다,"暮れる (くれる)"
15일차,동사,"있다, 오다 (정중)",ござる
15일차,동사,붐비다,"込む (こむ)"
15일차,동사,보시다 (존경),"ご覧になる (ごらんになる)"
15일차,동사,넘어지다,"転ぶ (ころぶ)"
15일차,동사,부수다,"壊す (こわす)"
