일차,구분,뜻,표기
10일차,명사,단수,"断水 (だんすい)"
10일차,명사,단체,"団体 (だんたい)"
10일차,명사,담당,"担当 (たんとう)"
10일차,명사,난방,"暖房 (だんぼう)"
10일차,명사,지하,"地下 (ちか)"
10일차,명사,차이,"違い (ちがい)"
10일차,명사,지하수,"地下水 (ちかすい)"
10일차,명사,지름길,"近道 (ちかみち)"
10일차,명사,지구,"地球 (ちきゅう)"
10일차,명사,지인,"知人 (ちじん)"
10일차,명사,지방,"地方 (ちほう)"
10일차,명사,지명,"地名 (ちめい)"
10일차,명사,중앙,"中央 (ちゅうおう)"
10일차,명사,중학,"中学 (ちゅうがく)"
10일차,명사,중간,"中間 (ちゅうかん)"
10일차,명사,중급,"中級 (ちゅうきゅう)"
10일차,명사,중고,"中古 (ちゅうこ)"
10일차,명사,중국,"中国 (ちゅうごく)"
10일차,명사,주사,"注射 (ちゅうしゃ)"
10일차,명사,주차위반,"駐車違反 (ちゅうしゃいはん)"
10일차,명사,중순,"中旬 (ちゅうじゅん)"
10일차,명사,점심,"昼食 (ちゅうしょく)"
10일차,명사,중심,"中心 (ちゅうしん)"
10일차,명사,중년,"中年 (ちゅうねん)"
10일차,명사,주목,"注目 (ちゅうもく)"
10일차,명사,주문,"注文 (ちゅうもん)"
10일차,명사,초과,"超過 (ちょうか)"
10일차,명사,조사,"調査 (ちょうさ)"
10일차,명사,상태,"調子 (ちょうし)"
10일차,명사,장점,"長所 (ちょうしょ)"
10일차,명사,장녀,"長女 (ちょうじょ)"
10일차,명사,조정,"調整 (ちょうせい)"
10일차,명사,장남,"長男 (ちょうなん)"
10일차,명사,조미료,"調味料 (ちょうみりょう)"
10일차,명사,직후,"直後 (ちょくご)"
10일차,명사,직접,"直接 (ちょくせつ)"
10일차,명사,직선,"直線 (ちょくせん)"
10일차,명사,직전,"直前 (ちょくぜん)"
10일차,명사,직통,"直通 (ちょくつう)"
10일차,명사,통과,"通過 (つうか)"
10일차,명사,통근,"通勤 (つうきん)"
10일차,명사,통행,"通行 (つうこう)"
10일차,명사,통신,"通信 (つうしん)"
10일차,명사,통지,"通知 (つうち)"
10일차,명사,통장,"通帳 (つうちょう)"
10일차,명사,통역,"通訳 (つうやく)"
10일차,명사,세월,"月日 (つきひ)"
10일차,명사,흙,"土 (つち)"
10일차,명사,포장,"包み (つつみ)"
10일차,명사,만남,"出会い (であい)"
10일차,명사,제안,"提案 (ていあん)"
10일차,명사,정원,"定員 (ていいん)"
10일차,명사,저하,"低下 (ていか)"
10일차,명사,정기,"定期 (ていき)"
10일차,명사,정기권,"定期券 (ていきけん)"
10일차,명사,정차,"停車 (ていしゃ)"
10일차,명사,제출,"提出 (ていしゅつ)"
10일차,명사,정전,"停電 (ていでん)"
10일차,명사,출입,"出入り (でいり)"
10일차,명사,사건, 일,"出来事 (できごと)"
10일차,명사,손목,"手首 (てくび)"
10일차,명사,마술,"手品 (てじな)"
10일차,명사,도움,"手伝い (てつだい)"
10일차,명사,철도,"鉄道 (てつどう)"
11일차,명사,전구,"電球 (でんきゅう)"
11일차,명사,전기요금,"電気料金 (でんきりょうきん)"
11일차,명사,천국,"天国 (てんごく)"
11일차,명사,전언,"伝言 (でんごん)"
11일차,명사,전시,"展示 (てんじ)"
11일차,명사,전찻삯,"電車代 (でんしゃだい)"
11일차,명사,전염,"伝染 (でんせん)"
11일차,명사,전봇대,"電柱 (でんちゅう)"
11일차,명사,전화요금,"電話代 (でんわだい)"
11일차,명사,답안,"答案 (とうあん)"
11일차,명사,문의,"問い合わせ (といあわせ)"
11일차,명사,통계,"統計 (とうけい)"
11일차,명사,당일,"当日 (とうじつ)"
11일차,명사,등장,"登場 (とうじょう)"
11일차,명사,당연,"当然 (とうぜん)"
11일차,명사,등대,"灯台 (とうだい)"
11일차,명사,도착,"到着 (とうちゃく)"
11일차,명사,동남아시아,"東南アジア (とうなんアジア)"
11일차,명사,동양,"東洋 (とうよう)"
11일차,명사,도로,"道路 (どうろ)"
11일차,명사,멀리 돌아감,"遠回り (とおまわり)"
11일차,명사,독,"毒 (どく)"
11일차,명사,독서,"読書 (どくしょ)"
11일차,명사,특색,"特色 (とくしょく)"
11일차,명사,독신,"独身 (どくしん)"
11일차,명사,특매,"特売 (とくばい)"
11일차,명사,독립,"独立 (どくりつ)"
11일차,명사,도코노마,"床の間 (とこのま)"
11일차,명사,등산,"登山 (とざん)"
11일차,명사,도시,"都市 (とし)"
11일차,명사,연상,"年上 (としうえ)"
11일차,명사,노인,"年寄り (としより)"
11일차,명사,토지,"土地 (とち)"
11일차,명사,도보,"徒歩 (とほ)"
11일차,명사,친구,"友 (とも)"
11일차,명사,호랑이,"虎 (とら)"
11일차,명사,거래,"取引 (とりひき)"
11일차,명사,노력,"努力 (どりょく)"
11일차,명사,진흙,"泥 (どろ)"
11일차,명사,이름,"名 (な)"
11일차,명사,내과,"内科 (ないか)"
11일차,명사,비밀,"内緒 (ないしょ)"
11일차,명사,내선,"内線 (ないせん)"
11일차,명사,내용,"内容 (ないよう)"
11일차,명사,사이,"仲 (なか)"
11일차,명사,화해,"仲直り (なかなおり)"
11일차,명사,가운뎃손가락,"中指 (なかゆび)"
11일차,명사,사이좋음,"仲良し (なかよし)"
11일차,명사,흐름,"流れ (ながれ)"
11일차,명사,비스듬함,"斜め (ななめ)"
11일차,명사,생것,"生 (なま)"
11일차,명사,파도,"波 (なみ)"
11일차,명사,가로수,"並木 (なみき)"
11일차,명사,눈물,"涙 (なみだ)"
11일차,명사,남북,"南北 (なんぼく)"
11일차,명사,일시,"日時 (にちじ)"
11일차,명사,일상,"日常 (にちじょう)"
11일차,명사,일용품,"日用品 (にちようひん)"
11일차,명사,낮,"日中 (にっちゅう)"
11일차,명사,일정,"日程 (にってい)"
11일차,명사,일본술,"日本酒 (にほんしゅ)"
11일차,명사,입장,"入場 (にゅうじょう)"
11일차,명사,입장료,"入場料 (にゅうじょうりょう)"
11일차,명사,입욕,"入浴 (にゅうよく)"
12일차,명사,입력,"入力 (にゅうりょく)"
12일차,명사,닭,"鶏 (にわとり)"
12일차,명사,인기,"人気 (にんき)"
12일차,명사,인간,"人間 (にんげん)"
12일차,명사,뿌리,"根 (ね)"
12일차,명사,가격 인상,"値上げ (ねあげ)"
12일차,명사,소원,"願い (ねがい)"
12일차,명사,가격 인하,"値下げ (ねさげ)"
12일차,명사,쥐,ねずみ
12일차,명사,열중,"熱中 (ねっちゅう)"
12일차,명사,연하장,"年賀状 (ねんがじょう)"
12일차,명사,연간,"年間 (ねんかん)"
12일차,명사,세월,"年月 (ねんげつ)"
12일차,명사,연중,"年中 (ねんじゅう)"
12일차,명사,~학년,"~年生 (~ねんせい)"
12일차,명사,연말,"年末 (ねんまつ)"
12일차,명사,들판,"野 (の)"
12일차,명사,농촌,"農村 (のうそん)"
12일차,명사,농민,"農民 (のうみん)"
12일차,명사,능력,"能力 (のうりょく)"
12일차,명사,상행,"上り (のぼり)"
12일차,명사,회식,"飲み会 (のみかい)"
12일차,명사,김,"海苔 (のり)"
12일차,명사,정거장을 지나침,"乗り越し (のりこし)"
12일차,명사,배,"倍 (ばい)"
12일차,명사,회색,"灰色 (はいいろ)"
12일차,명사,장마,"梅雨 (ばいう)"
12일차,명사,배달,"配達 (はいたつ)"
12일차,명사,매점,"売店 (ばいてん)"
12일차,명사,매매,"売買 (ばいばい)"
12일차,명사,박수,"拍手 (はくしゅ)"
12일차,명사,박물관,"博物館 (はくぶつかん)"
12일차,명사,젓가락,"箸 (はし)"
12일차,명사,기둥,"柱 (はしら)"
12일차,명사,밭,"畑 (はたけ)"
12일차,명사,기능, 작용,"働き (はたらき)"
12일차,명사,열심히 일하는 사람,"働き者 (はたらきもの)"
12일차,명사,발견,"発見 (はっけん)"
12일차,명사,발차,"発車 (はっしゃ)"
12일차,명사,발생,"発生 (はっせい)"
12일차,명사,발상,"発想 (はっそう)"
12일차,명사,발달,"発達 (はったつ)"
12일차,명사,발전,"発展 (はってん)"
12일차,명사,발전 (전기),"発電 (はつでん)"
12일차,명사,발매,"発売 (はつばい)"
12일차,명사,발표,"発表 (はっぴょう)"
12일차,명사,발명,"発明 (はつめい)"
12일차,명사,이야기 나눔,"話し合い (はなしあい)"
12일차,명사,통화 중,"話し中 (はなしちゅう)"
12일차,명사,불꽃놀이,"花火 (はなび)"
12일차,명사,콧물,"鼻水 (はなみず)"
12일차,명사,폭, 너비,"幅 (はば)"
12일차,명사,모친,"母親 (ははおや)"
12일차,명사,양치질,"歯磨き (はみがき)"
12일차,명사,장면,"場面 (ばめん)"
12일차,명사,말이 빠름,"早口 (はやぐち)"
12일차,명사,빠르기,"速さ (はやさ)"
12일차,명사,일찍 자고 일찍 일어나기,"早寝早起き (はやねはやおき)"
12일차,명사,배,"腹 (はら)"
12일차,명사,바늘,"針 (はり)"
12일차,명사,범위,"範囲 (はんい)"
12일차,명사,금일,"本日 (ほんじつ)"
12일차,명사,반성,"反省 (はんせい)"
12일차,명사,반년,"半年 (はんとし)"
13일차,명사,반나절,"半日 (はんにち)"
13일차,명사,범인,"犯人 (はんにん)"
13일차,명사,판매,"販売 (はんばい)"
13일차,명사,~번째,"~番目 (~ばんめ)"
13일차,명사,볕이 잘 듦,"日当たり (ひあたり)"
13일차,명사,피해,"被害 (ひがい)"
13일차,명사,당일치기,"日帰り (ひがえり)"
13일차,명사,뺄셈,"引き算 (ひきざん)"
13일차,명사,날짜,"日付 (ひづけ)"
13일차,명사,이사,"引っ越し (ひっこし)"
13일차,명사,비행,"飛行 (ひこう)"
13일차,명사,미술,"美術 (びじゅつ)"
13일차,명사,미인,"美人 (びじん)"
13일차,명사,필기,"筆記 (ひっき)"
13일차,명사,검지,"人差し指 (ひとさしゆび)"
13일차,명사,사람들,"人々 (ひとびと)"
13일차,명사,외아들,"一人息子 (ひとりむすこ)"
13일차,명사,외동딸,"一人娘 (ひとりむすめ)"
13일차,명사,끈,"紐 (ひも)"
13일차,명사,표,"表 (ひょう)"
13일차,명사,비용,"費用 (ひよう)"
13일차,명사,미용,"美容 (びよう)"
13일차,명사,표현,"表現 (ひょうげん)"
13일차,명사,표지,"表紙 (ひょうし)"
13일차,명사,표정,"表情 (ひょうじょう)"
13일차,명사,표면,"表面 (ひょうめん)"
13일차,명사,낮잠,"昼寝 (ひるね)"
13일차,명사,병조림,"瓶詰め (びんづめ)"
13일차,명사,풍경,"風景 (ふうけい)"
13일차,명사,부부,"夫婦 (ふうふ)"
13일차,명사,부하,"部下 (ぶか)"
13일차,명사,복수,"複数 (ふくすう)"
13일차,명사,불합격,"不合格 (ふごうかく)"
13일차,명사,부부,"夫妻 (ふさい)"
13일차,명사,부족,"不足 (ふそく)"
13일차,명사,뚜껑,"ふた (ふた)"
13일차,명사,무대,"舞台 (ぶたい)"
13일차,명사,평소,"普段 (ふだん)"
13일차,명사,가장자리,"縁 (ふち)"
13일차,명사,물가,"物価 (ぶっか)"
13일차,명사,물리,"物理 (ぶつり)"
13일차,명사,붓,"筆 (ふで)"
13일차,명사,부품,"部品 (ぶひん)"
13일차,명사,부분,"部分 (ぶぶん)"
13일차,명사,불만,"不満 (ふまん)"
13일차,명사,건널목,"踏み切り (ふみきり)"
13일차,명사,계좌 이체,"振り込み (ふりこみ)"
13일차,명사,분위기,"雰囲気 (ふんいき)"
13일차,명사,문헌,"文献 (ぶんけん)"
13일차,명사,분수,"分数 (ぶんすう)"
13일차,명사,문방구,"文房具 (ぶんぼうぐ)"
13일차,명사,분류,"分類 (ぶんるい)"
13일차,명사,평균,"平均 (へいきん)"
13일차,명사,평행,"平行 (へいこう)"
13일차,명사,미국,"米国 (べいこく)"
13일차,명사,평일,"平日 (へいじつ)"
13일차,명사,평화,"平和 (へいわ)"
13일차,명사,변화,"変化 (へんか)"
13일차,명사,반납,"返却 (へんきゃく)"
13일차,명사,변경,"変更 (へんこう)"
13일차,명사,변호사,"弁護士 (べんごし)"
13일차,명사,편집,"編集 (へんしゅう)"
13일차,명사,보고,"報告 (ほうこく)"
13일차,명사,보석,"宝石 (ほうせき)"
13일차,명사,법칙,"法則 (ほうそく)"
13일차,명사,부엌칼,"包丁 (ほうちょう)"
14일차,명사,송년회,"忘年会 (ぼうねんかい)"
14일차,명사,방법,"方法 (ほうほう)"
14일차,명사,방면,"方面 (ほうめん)"
14일차,명사,방문,"訪問 (ほうもん)"
14일차,명사,먼지,ほこり
14일차,명사,다른,"他 (ほか)"
14일차,명사,모집,"募集 (ぼしゅう)"
14일차,명사,보존,"保存 (ほぞん)"
14일차,명사,도련님,"坊ちゃん (ぼっちゃん)"
14일차,명사,보도,"歩道 (ほどう)"
14일차,명사,육교,"歩道橋 (ほどうきょう)"
14일차,명사,본사,"本社 (ほんしゃ)"
14일차,명사,본점,"本店 (ほんてん)"
14일차,명사,본인,"本人 (ほんにん)"
14일차,명사,본부,"本部 (ほんぶ)"
14일차,명사,진짜,"本物 (ほんもの)"
14일차,명사,번역,"翻訳 (ほんやく)"
14일차,명사,사이,"間 (ま)"
14일차,명사,미아,"迷子 (まいご)"
14일차,명사,매번,"毎度 (まいど)"
14일차,명사,패배,"負け (まけ)"
14일차,명사,거리,"街 (まち)"
14일차,명사,약속하여 만남,"待ち合わせ (まちあわせ)"
14일차,명사,실수,"間違い (まちがい)"
14일차,명사,길모퉁이,"街角 (まちかど)"
14일차,명사,소나무,"松 (まつ)"
14일차,명사,축제,"祭り (まつり)"
14일차,명사,창가,"窓側 (まどがわ)"
14일차,명사,도마,"まな板 (まないた)"
14일차,명사,흉내,"真似 (まね)"
14일차,명사,콩,"豆 (まめ)"
14일차,명사,한밤중,"真夜中 (まよなか)"
14일차,명사,동그라미,"丸 (まる)"
14일차,명사,주위,"周り (まわり)"
14일차,명사,돎, 회전,"回り (まわり)"
14일차,명사,우회도로,"回り道 (まわりみち)"
14일차,명사,만원,"満員 (まんいん)"
14일차,명사,만족,"満足 (まんぞく)"
14일차,명사,만점,"満点 (まんてん)"
14일차,명사,몸,"身 (み)"
14일차,명사,배웅,"見送り (みおくり)"
14일차,명사,아군, 내 편,"味方 (みかた)"
14일차,명사,호수,"湖 (みずうみ)"
14일차,명사,수영복,"水着 (みずぎ)"
14일차,명사,표제, 제목,"見出し (みだし)"
14일차,명사,재검토,"見直し (みなおし)"
14일차,명사,문병,"見舞い (みまい)"
14일차,명사,선물,"土産 (みやげ)"
14일차,명사,글피,"明後日 (みょうごにち)"
14일차,명사,미래,"未来 (みらい)"
14일차,명사,민간,"民間 (みんかん)"
14일차,명사,맞은편,"向かい (むかい)"
14일차,명사,마중,"迎え (むかえ)"
14일차,명사,방향,"向き (むき)"
14일차,명사,무휴,"無休 (むきゅう)"
14일차,명사,무시,"無視 (むし)"
14일차,명사,무지 (민무늬),"無地 (むじ)"
14일차,명사,충치,"虫歯 (むしば)"
14일차,명사,아들,"息子 (むすこ)"
14일차,명사,무선,"無線 (むせん)"
14일차,명사,헛됨,"無駄 (むだ)"
14일차,명사,낭비,"無駄づかい (むだづかい)"
14일차,명사,가슴,"胸 (むね)"
15일차,명사,무료,"無料 (むりょう)"
15일차,명사,명작,"名作 (めいさく)"
15일차,명사,명함,"名刺 (めいし)"
15일차,명사,명인,"名人 (めいじん)"
15일차,명사,민폐,"迷惑 (めいわく)"
15일차,명사,손윗사람,"目上 (めうえ)"
15일차,명사,자명종,"目覚まし (めざまし)"
15일차,명사,밥,"飯 (めし)"
15일차,명사,손아랫사람,"目下 (めした)"
15일차,명사,현기증,めまい
15일차,명사,면회,"面会 (めんかい)"
15일차,명사,면허,"免許 (めんきょ)"
15일차,명사,면세,"免税 (めんぜい)"
15일차,명사,면접,"面接 (めんせつ)"
15일차,명사,신청자,"申込者 (もうしこみしゃ)"
15일차,명사,신청서,"申込書 (もうしこみしょ)"
15일차,명사,모포,"毛布 (もうふ)"
15일차,명사,목적,"目的 (もくてき)"
15일차,명사,목표,"目標 (もくひょう)"
15일차,명사,문자,"文字 (もじ)"
15일차,명사,사람,"者 (もの)"
15일차,명사,창고,"物置 (ものおき)"
15일차,명사,이야기,"物語 (ものがたり)"
15일차,명사,건망증,"物忘れ (ものわすれ)"
15일차,명사,무늬,"模様 (もよう)"
15일차,명사,불평,"文句 (もんく)"
15일차,명사,야구,"野球 (やきゅう)"
15일차,명사,화상,"火傷 (やけど)"
15일차,명사,집세,"家賃 (やちん)"
15일차,명사,약국,"薬局 (やっきょく)"
15일차,명사,하는 방식,"やり方 (やりかた)"
15일차,명사,할 마음,"やる気 (やるき)"
15일차,명사,용기,"勇気 (ゆうき)"
15일차,명사,우정,"友情 (ゆうじょう)"
15일차,명사,친구,"友人 (ゆうじん)"
15일차,명사,우송,"郵送 (ゆうそう)"
15일차,명사,우송료,"郵送料 (ゆうそうりょう)"
15일차,명사,소나기,"夕立 (ゆうだち)"
15일차,명사,석양,"夕日 (ゆうひ)"
15일차,명사,우편,"郵便 (ゆうびん)"
15일차,명사,저녁노을,"夕焼け (ゆうやけ)"
15일차,명사,유료,"有料 (ゆうりょう)"
15일차,명사,바닥,"床 (ゆか)"
15일차,명사,행선지,"行き先 (ゆきさき)"
15일차,명사,새벽,"夜明け (よあけ)"
15일차,명사,용기,"容器 (ようき)"
15일차,명사,요구,"要求 (ようきゅう)"
15일차,명사,용건,"用件 (ようけん)"
15일차,명사,유아,"幼児 (ようじ)"
15일차,명사,유치원,"幼稚園 (ようちえん)"
15일차,명사,용도,"用途 (ようと)"
15일차,명사,다음날 아침,"翌朝 (よくあさ)"
15일차,명사,욕심쟁이,"欲張り (よくばり)"
15일차,명사,예산,"予算 (よさん)"
15일차,명사,예상,"予想 (よそう)"
15일차,명사,예측,"予測 (よそく)"
15일차,명사,밤하늘,"夜空 (よぞら)"
15일차,명사,사거리,"四つ角 (よつかど)"
15일차,명사,한밤중,"夜中 (よなか)"
15일차,명사,세상,"世の中 (よのなか)"
15일차,명사,예보,"予報 (よほう)"
15일차,명사,예방,"予防 (よぼう)"
15일차,명사,기쁨,"喜び (よろこび)"
16일차,명사,이과,"理科 (りか)"
16일차,명사,이해,"理解 (りかい)"
16일차,명사,이혼,"離婚 (りこん)"
16일차,명사,이상,"理想 (りそう)"
16일차,명사,유학,"留学 (りゅうがく)"
16일차,명사,유행,"流行 (りゅうこう)"
16일차,명사,양,"量 (りょう)"
16일차,명사,양쪽,"両 (りょう)"
16일차,명사,환전,"両替 (りょうがえ)"
16일차,명사,양측,"両側 (りょうがわ)"
16일차,명사,요금,"料金 (りょうきん)"
16일차,명사,이력서,"履歴書 (りれきしょ)"
16일차,명사,집 지키기,"留守番 (るすばん)"
16일차,명사,예외,"例外 (れいがい)"
16일차,명사,냉동,"冷凍 (れいとう)"
16일차,명사,줄,"列 (れつ)"
16일차,명사,연휴,"連休 (れんきゅう)"
16일차,명사,녹음,"録音 (ろくおん)"
16일차,명사,녹화,"録画 (ろくが)"
16일차,명사,노면,"路面 (ろめん)"
16일차,명사,바퀴,"輪 (わ)"
16일차,명사,젊은이,"若者 (わかもの)"
16일차,명사,헤어짐,"別れ (わかれ)"
16일차,명사,화제,"話題 (わだい)"
16일차,명사,철새,"渡り鳥 (わたりどり)"
16일차,명사,사과,"詫び (わび)"
16일차,명사,웃음,"笑い (わらい)"
16일차,명사,비율,"割合 (わりあい)"
16일차,명사,나눗셈,"割り算 (わりざん)"
16일차,명사,할인,"割引 (わりびき)"
16일차,접두어,각~,"各~ (かく~)"
16일차,접두어,전~,"全~ (ぜん~)"
16일차,접두어,장~ (긴),"長~ (なが~)"
16일차,접두어,비~,"非~ (ひ~)"
16일차,접두어,무~ (없는),"無~ (む~)"
16일차,접미어,~안,"~案 (あん)"
16일차,접미어,~행,"~行き (いき/ゆき)"
16일차,접미어,~가 (전문가),"~家 (か)"
16일차,접미어,~식,"~式 (しき)"
16일차,접미어,~차,"~車 (しゃ)"
16일차,접미어,~를 따라,"~沿い (ぞい)"
16일차,접미어,~층짜리 건물,"~建て (だて)"
16일차,접미어,~점,"~店 (てん)"
16일차,접미어,~용,"~向き (むき)"
16일차,접미어,~료,"~料 (りょう)"
17일차,동사,사랑하다,"愛する (あいする)"
17일차,동사,포기하다,"諦める (あきらめる)"
17일차,동사,질리다,"飽きる (あきる)"
17일차,동사,비우다,"空ける (あける)"
17일차,동사,(날이) 밝다,"明ける (あける)"
17일차,동사,동경하다,"あこがれる (あこがれる)"
17일차,동사,맛보다,"味わう (あじわう)"
17일차,동사,맡다,"預かる (あずかる)"
17일차,동사,맡기다,"預ける (あずける)"
17일차,동사,주다,"与える (あたえる)"
17일차,동사,따뜻해지다,"暖まる (あたたまる)"
17일차,동사,데우다,"暖める/温める (あたためる)"
17일차,동사,다루다,"扱う (あつかう)"
17일차,동사,넘치다,"溢れる (あふれる)"
17일차,동사,남다,"余る (あまる)"
17일차,동사,뜨다 (뜨개질),"編む (あむ)"
17일차,동사,나타내다,"表す (あらわす)"
17일차,동사,나타나다,"表れる (あらわれる)"
17일차,동사,맞추다,"合わせる (あわせる)"
17일차,동사,당황하다,"慌てる (あわてる)"
17일차,동사,말을 꺼내다,"言い出す (いいだす)"
17일차,동사,아프다,"痛む (いたむ)"
17일차,동사,볶다,"炒める (いためる)"
17일차,동사,싫어하다,"嫌がる (いやがる)"
17일차,동사,떠올리다,"浮かべる (うかべる)"
17일차,동사,합격하다,"受かる (うかる)"
17일차,동사,뜨다,"浮く (うく)"
17일차,동사,받아들이다,"受け入れる (うけいれる)"
17일차,동사,받다,"受け取る (うけとる)"
17일차,동사,움직이다,"動かす (うごかす)"
17일차,동사,의심하다,"疑う (うたがう)"
17일차,동사,치다,"打つ (うつ)"
17일차,동사,옮기다,"移す (うつす)"
17일차,동사,비추다,"映す (うつす)"
17일차,동사,비치다,"映る (うつる)"
17일차,동사,(사진이) 찍히다,"写る (うつる)"
17일차,동사,옮겨가다,"移る (うつる)"
17일차,동사,빼앗다,"奪う (うばう)"
17일차,동사,메워지다,"埋まる (うまる)"
17일차,동사,낳다,"産む (うむ)"
17일차,동사,묻다,"埋める (うめる)"
17일차,동사,팔리다,"売れる (うれる)"
17일차,동사,얻다,"得る (える)"
17일차,동사,추월하다,"追い越す (おいこす)"
18일차,동사,따라잡다,"追い付く (いつく)"
18일차,동사,쫓다,"追う (おう)"
18일차,동사,끝내다,"終える (おえる)"
18일차,동사,행하다,"行う (おこなう)"
18일차,동사,일어나다,"起こる (おこる)"
18일차,동사,한턱내다,おごる
18일차,동사,배우다,"教わる (おそわる)"
18일차,동사,진정되다,"落ち着く (おちつく)"
18일차,동사,놀라게 하다,"驚かす (おどろかす)"
18일차,동사,뵙다 (겸양),"お目にかかる (おめにかかる)"
18일차,동사,믿어 버리다,"思い込む (おもいこむ)"
18일차,동사,생각해 내다,"思いつく (おもいつく)"
18일차,동사,부러뜨리다,"折る (おる)"
18일차,동사,내리다,"降ろす (おろす)"
18일차,동사,되돌아오다,"返る (かえる)"
18일차,동사,바꾸다,"替える (かえる)"
18일차,동사,빛나다,"輝く (かがやく)"
18일차,동사,고쳐 쓰다,"書き直す (かきなおす)"
18일차,동사,숨기다,"隠す (かくす)"
18일차,동사,숨다,"隠れる (かくれる)"
18일차,동사,둘러싸다,"囲む (かこむ)"
18일차,동사,겹치다,"重なる (かさなる)"
18일차,동사,포개다,"重ねる (かさねる)"
18일차,동사,벌다,"稼ぐ (かせぐ)"
18일차,동사,세다,"数える (かぞえる)"
18일차,동사,정돈되다,"片づく (かたづく)"
18일차,동사,슬퍼하다,"悲しむ (かなしむ)"
18일차,동사,마르다,"枯れる (かれる)"
18일차,동사,말리다,"乾かす (かわかす)"
18일차,동사,목마르다,"渇く (かわく)"
18일차,동사,느끼다,"感じる (かんじる)"
18일차,동사,~한 느낌이 들다,"気がする (きがする)"
18일차,동사,되묻다,"聞き直す (ききなおす)"
18일차,동사,효과가 있다,"効く (きく)"
18일차,동사,새기다,"刻む (きざむ)"
18일차,동사,알아차리다,"気づく (きづく)"
18일차,동사,신경 쓰다,"気にする (きにする)"
18일차,동사,신경 쓰이다,"気になる (きになる)"
18일차,동사,조심하다,"気を付ける (きをつける)"
18일차,동사,단락을 짓다,"区切る (くぎる)"
18일차,동사,썩다,"腐る (くさる)"
18일차,동사,지치다,くたびれる
18일차,동사,내려가다,"下る (くだる)"
18일차,동사,나눠주다,"配る (くばる)"
18일차,동사,해고되다,"首になる (くびになる)"
18일차,동사,끼다,"組む (くむ)"
18일차,동사,살다,"暮らす (くらす)"
19일차,동사,반복하다,"くり返す (くりかえす)"
19일차,동사,괴로워하다,"苦しむ (くるしむ)"
19일차,동사,더하다,"加える (くわえる)"
19일차,동사,더해지다,"加わる (くわわる)"
19일차,동사,차다,"蹴る (ける)"
19일차,동사,거절하다,"断る (ことわる)"
19일차,동사,좋아하다,"好む (このむ)"
19일차,동사,엎지르다,"こぼす (こぼす)"
19일차,동사,엎질러지다,"こぼれる (こぼれる)"
19일차,동사,굴리다,"転がす (ころがす)"
19일차,동사,구르다,"転がる (ころがる)"
19일차,동사,죽이다,"殺す (ころす)"
19일차,동사,외치다,"叫ぶ (さけぶ)"
19일차,동사,피하다,"避ける (さける)"
19일차,동사,권유하다,"誘う (さそう)"
19일차,동사,땡땡이치다,サボる
19일차,동사,식히다,"冷ます (さます)"
19일차,동사,깨우다,"覚ます (さます)"
19일차,동사,식다,"冷める (さめる)"
19일차,동사,깨다,"覚める (さめる)"
19일차,동사,떠나다,"去る (さる)"
19일차,동사,완성되다,"仕上がる (しあがる)"
19일차,동사,완성하다,"仕上げる (しあげる)"
19일차,동사,가라앉다,"沈む (しずむ)"
19일차,동사,따르다,"従う (したがう)"
19일차,동사,지불하다,"支払う (しはらう)"
19일차,동사,묶다,"縛る (しばる)"
19일차,동사,가리키다,"示す (しめす)"
19일차,동사,웅크리다,しゃがむ
19일차,동사,수다 떨다,しゃべる
19일차,동사,믿다,"信じる (しんじる)"
19일차,동사,지내다,"過ごす (すごす)"
19일차,동사,나아가게 하다,"進める (すすめる)"
19일차,동사,권하다,"勧める (すすめる)"
19일차,동사,끝내다,"済ませる (すませる)"
19일차,동사,붓다,"注ぐ (そそぐ)"
19일차,동사,자라다,"育つ (そだつ)"
19일차,동사,갖추어지다,"揃う (そろう)"
19일차,동사,갖추다,"揃える (そろえる)"
19일차,동사,알다 (겸양),"存じる (ぞんじる)"
19일차,동사,쓰러뜨리다,"倒す (たおす)"
19일차,동사,높아지다,"高まる (たかまる)"
19일차,동사,높이다,"高める (たかめる)"
19일차,동사,안다,"抱く (だく)"
19일차,동사,확인하다,"確かめる (たしかめる)"
19일차,동사,살다, 도움이 되다,"助かる (たすかる)"
19일차,동사,돕다,"助ける (たすける)"
20일차,동사,싸우다,"闘う (たたかう)"
20일차,동사,두드리다,"叩く (たたく)"
20일차,동사,개다,"畳む (たたむ)"
20일차,동사,일어서다,"立ち上がる (たちあがる)"
20일차,동사,멈춰서다,"立ち止まる (たちどまる)"
20일차,동사,지나다,"経つ (たつ)"
20일차,동사,속이다,"だます (だます)"
20일차,동사,모이다,"たまる (たまる)"
20일차,동사,입을 다물다,"黙る (だまる)"
20일차,동사,모으다,"貯める (ためる)"
20일차,동사,다가가다,"近付く (ちかづく)"
20일차,동사,가까이 하다,"近付ける (ちかづける)"
20일차,동사,어지르다,"散らかす (ちらかす)"
20일차,동사,어질러지다,"散らかる (ちらかる)"
20일차,동사,흩어지다,"散る (ちる)"
20일차,동사,통하다,"通じる (つうじる)"
20일차,동사,붙잡히다,"捕まる (つかまる)"
20일차,동사,붙잡다,"つかむ (つかむ)"
20일차,동사,사귀다,"付き合う (つきあう)"
20일차,동사,전해지다,"伝わる (つたわる)"
20일차,동사,힘쓰다,"努める (つとめる)"
20일차,동사,찌부러뜨리다,"つぶす (つぶす)"
